SatzID	Verb	Satz	Annotator A	Annotator B	Annotator C	Annotator D	Annotator E	Annotator F	Annotator G	Annotator H	Annotator I	Annotator J	
tueba-s81618-0	bleiben	Blieb die Auseinandersetzung mit der Polizei bis dahin im erwarteten Rahmen, änderte sich das schlagartig, als ein Festnahmekommando von etwa 30 Mann des SEK in martialischer Aufmachung auf dem Schauplatz erschien.	73680	*	*	*	*	89969	*	73680	*	*	
tueba-s81844-1	machen	Aber die Entwicklungen in Mitteleuropa scheinen sich auch in Skandinavien zunehmend bemerkbar zu machen.	73302	78519	*	*	*	85607	*	*	*	*	
tueba-s81867-2	lassen	Wer seinen Wohnsitz nicht in Zug errichten will, der läßt einen Strohmann Telex-Meldungen empfangen, Briefe verschicken oder Verträge unterzeichnen, um als' Schweizer Firma' Steuern zu sparen.	*	109388	*	*	*	109386	*	*	*	*	
tueba-s82435-2	machen	Er hat dort gewonnene Erkenntnisse nicht immer hinreichend umgesetzt, was der' Fall Telschow' exemplarisch deutlich macht, was aber auch von vielen Mitarbeiterinnen und Mitarbeitern des Amtes kritisiert wurde.	*	*	*	*	*	85607	78519	*	*	*	
tueba-s82626-0	weisen	Rechtsanwalt Tezan weist auf mehrere Aktenordner.	82722	*	*	*	*	82722	*	*	*	*	
tueba-s82627-1	machen	' Ich habe Hunderte von Eingaben an die Militärstaatsanwaltschaft wegen Folterungen an Mandanten gemacht.	*	*	*	*	*	75583	85607	85607	*	*	
tueba-s82749-0	scheinen	Die parallelen Biographien beider vom Kommunismus hervorgebrachten Politiker, von denen es zeitweise schien, als regierten sie beide zusammen im Geist der Reform Ungarn, trennten sich an einem historisch entscheidenden Punkt.	73621	*	*	*	*	73621	73621	*	*	*	
tueba-s83255-2	bleiben	Warum sie allerdings für diese dürren Sätze eineinhalb Tage gebraucht hat, blieb unklar.	73680	*	*	*	*	89970	*	*	*	*	
tueba-s83377-1	behaupten	Ihr wollt nun euren Platz in der sozialen Ordnung behaupten, die Bedeutungslosigkeit beleidigt und demütigt euch.'	*	76360	*	*	*	76360	*	*	*	*	
tueba-s83444-1	sorgen	Zwei unterirdisch installierte Schiffsschrauben sollen spätestens 1991 dafür sorgen, daß die Dreckbrühe aus dem Teltowkanal nicht mehr Stölpchensee, Pohlesee und Kleinen Wannsee verseucht.	*	*	*	*	*	77427	*	77427	*	*	
tueba-s83940-0	beginnen	Offiziell beginnt der Wahlkampf erst in drei Wochen, aber längst sitzen Nicaraguas Parteien in den Startlöchern, die 21 Oppositionsgruppierungen feilschen um einen gemeinsamen Präsidentschaftskandidaten- oder eine Kandidatin.	*	*	*	*	*	83526	83526	*	*	*	
tueba-s84539-0	suchen	Noch während die Zuschauer ihre Plätze im großen und windigen Ehrenhof des Papstpalastes in Avignon suchen, schleppen sie schon Kisten auf die Bühne, kleine, große, überdimensionale.	77422	*	*	*	*	82329	*	*	*	*	
tueba-s85015-0	erzählen	Verfremdet wie durch eine Fehlbelichtung, erzählen sie vom Sturz durch irreale Räume und von geheimnisvollen rituellen Handlungen.	*	*	*	*	*	78959	78960	*	*	*	
tueba-s85521-2	machen	Also hat er 80mal' Commendant' geschrieben und gleich noch aus dem' C' ein' K' gemacht, so daß wir zum Schluß eine Schreibweise haben, die es bei Kleist gar nicht gibt.	87005	*	*	*	*	87005	87005	*	*	*	
tueba-s85683-3	suchen	viele unter uns Hunden studieren sie, haben ihnen Namen gegeben, suchen ihnen zu helfen, sie zu erziehen, zu veredeln und dergleichen'.	*	*	*	*	*	77562	77562	*	*	*	
tueba-s85688-0	lieben	Alle lieben Hunde	*	74628	*	*	*	74628	*	*	*	*	
tueba-s85698-2	bleiben	' Der Ehemann leugnete anfänglich, von allen Seiten in die Enge getrieben, Suizidversuch( Kopfschuß) und blieb in der Folge auf einer Körperseite völlig gelähmt.	89969	*	*	*	*	89970	*	*	*	*	
tueba-s85959-0	arbeiten	Denis, die Tochter eines französischen Kolonisten, arbeitete als Regieassistentin bei Costa Gavras, Jim Jarmusch und Wim Wenders, bevor sie ihren Debütfilm 1988 in Cannes zeigte.	*	75278	*	*	*	75278	*	75278	*	*	
tueba-s86011-2	lassen	Zwischen 7 und 9 Uhr morgens wird sichs schließlich bei der' Offenen Gesprächsrunde' recht angenehm plaudern lassen, bevor um 9 Uhr wieder' Der unentrinnbare Lautsprecher zuschlägt', beziehungsweise im Klick nebenan der' Krieg im Kino' in Form von einschlägigen Wochenschauen ausbricht, ein Ereignis, das sich an den folgenden Tagen noch mehrfach wiederholt.	109385	*	109388	*	*	73732	*	*	*	*	
tueba-s86346-1	sorgen	Und eine Swapo-Regierung wird dafür sorgen, daß die Interessen der Arbeiter beachtet werden.'	*	*	*	*	*	76015	77427	*	*	*	
tueba-s86379-2	erzählen	Ich schweife ab, genußvoll, am liebsten würde ich natürlich auf France-Culture mein Leben erzählen-' Männer mal da, mal dort'-, aber ich bin schon dankbar, wenn ich den Sender störungsfrei empfange.	*	*	*	*	*	78959	78960	*	*	*	
tueba-s86618-2	scheinen	' Un' du kriegst auch deine Flexe', Bafomet schmeichelt sich um ihre/ seine Beine, heut scheint' er` freigiebiger zu sein;	*	*	*	*	*	73621	73621	*	*	*	
tueba-s87094-1	lernen	Manager aus höchsten Führungspositionen, die kollektiv durch den Morast laufen und das Überleben in der freien Natur lernen wollen, das gibt es.	*	77485	*	*	*	77485	77485	*	*	*	
tueba-s87532-1	scheinen	Wenn der Übersetzer dies mit einem leicht schlüpfrigen' Souterrainmädchen' eindeutscht, dann scheint ihm wohl entgangen zu sein, daß es sich bei der von dem Dichter nicht zufällig mit einem großen K geschriebenen Kore nicht schlicht um das neugriechische Wort kori für Tochter( gelegentlich auch im Sinne von Mädchen gebraucht) handelt, sondern um den Beinamen der von Pluton in die Unterwelt entführten Demeter-Tochter Persephone.	*	*	*	*	*	73621	73621	*	*	*	
tueba-s87660-2	beginnen	' Ist es nicht grotesk', rufen ihre Kritiker,' daß die ganze Welt diesem Datum, an dem der Zweite Weltkrieg begann, nachtrauert, während das schweizerische Militär es feiert?'	*	83526	*	*	*	83526	*	*	*	*	
tueba-s87773-0	glauben	Und wirklich, man glaubt sich mehr auf der Abschlußkundgebung einer Großdemo denn bei einem Sportfest.	77229	*	*	*	*	77229	*	*	*	*	
tueba-s87883-4	machen	Abgesehen vom zweiten Satz, den Becker früh verloren gab, war er der etwas stabilere Spieler in diesem recht ausgeglichenen Match, in dem beide Kontrahenten genau gleichviel Punkte machten( 134).	82751	*	*	*	*	85607	*	*	*	*	
tueba-s88192-0	beginnen	Nach seiner Flucht ins Exil begann er sofort auf internationaler Ebene für die Unabhängigkeit Namibias zu kämpfen.	145239	*	*	*	*	83406	*	*	*	*	
tueba-s88549-6	bleiben	Ihm ist es zu verdanken, daß sich Widersprüchliches, Provokantes und Fremdes, durchsetzen konnte, denn er glaubt fest daran, daß' mit der Kulturarbeit etwas nicht stimmt, wenn sie konfliktfrei bleibt'.	*	*	*	*	*	73680	*	89970	*	*	
tueba-s88738-3	entsprechen	Verwundert nahmen allerdings die Auto-Analysten zur Kenntnis, daß sich Verkäufe der genau baugleichen Modelle von Mitsubishi( der' Mirage' entspricht dem' Colt'), Isuzu( der' I-Mark' entspricht dem' Geo Spectrum') und Toyota( der' Corolla' entspricht dem' Geo Prizm' bzw. dem' Chevy Nova') ganz anders entwickelten: Der' Mirage' legte um 54 Prozent zu, der' Corolla' um 28 Prozent, und der' I-Mark' nahm immerhin nur um 7 Prozent ab.	*	76442	*	*	*	73437	*	*	*	*	
tueba-s88740-0	stellen	Stellt sich nun die Frage, ob Jaguar in der Lage ist, sich wenigstens in der Oberklasse gegen die Konkurrenz aus Fernost durchzusetzen.	*	80813	*	*	*	77547	*	*	*	*	
tueba-s89241-0	funktionieren	Es funktioniert überall, bald rastlos, dann wieder mit Unterbrechungen.	*	*	*	*	*	76753	73501	*	*	*	
tueba-s89596-3	weisen	Der Verdacht, hier habe sich die Regierungspartei gezielt beim VS bedient, war nicht von der Hand zu weisen und sollte durch die Parlamentarische Kontrollkommission( PKK) geklärt werden.	*	75484	*	*	*	82722	*	*	*	*	
tueba-s90576-1	beginnen	Er selbst sagt jedoch, daß sein wirkliches Leben erst am 16. Juli 1942 begann.	*	*	*	*	*	83526	83526	*	*	*	
tueba-s90690-0	versuchen	Mit zwei dramaturgischen Grundmustern versucht das elektronische Medium Fernsehen, dem Wesen des Buches auf die Spur zu kommen: dem authentischen, am besten live in authentischer Atmosphäre( in einem Cafe oder einer besonders engen und besucherumtosten Ecke eines Buchmessestandes) gesendeten Gespräch, in dem etwa die Autorin einer Autobiographie gefragt wird, ob beim Verfassen des Werks Trauer oder Vergnügen die bestimmende Gefühlsregung war, und mit jenem unverzichtbaren Element aller TV-Hintergrundinformationen, das der Moderator mit Hilfe der jovialen Bermerkung:' Wir haben da einen kleinen Beitrag vorbereitet', vorzugsweise als Gesprächsunterbrecher und Instrument der Phrasierung einsetzt, bevor er, wie stets, zum zweiten Mal' um die Maz bitten' muß.	*	*	*	*	*	112506	*	112506	*	*	
tueba-s91042-4	scheinen	Ist erst einmal ein neuer' Gegenstand' ins Visier genommen und steht zudem noch ein Kongreß mit einem Financier in Aussicht, der für mehr als Knäckebrot mit Quark Sorge zu tragen scheint, kennt der gewiefte wissenschaftliche Trend-Tramper kein Halten mehr.	*	*	*	*	*	73621	73621	*	*	*	
tueba-s91100-1	bleiben	Und auch sonst ist Bosse sich in Stuttgart treu geblieben.	89970	*	*	*	*	73680	*	*	*	*	
tueba-s91141-1	scheinen	Wie richtig die Kritiker des Wolfsburger Engagements mit ihren Befürchtungen lagen, scheint ein Blick auf die vorläufige Ausstellerliste zu belegen, die zum Zeitpunkt der Diskussion noch niemand kannte.	73621	*	*	*	*	73621	73621	*	*	*	
tueba-s91395-2	bleiben	Wenngleich sich Rebmann mit diesen Todesschußphantasien nicht durchsetzen konnte, blieb er doch weiter auf Kurs.	89970	*	*	*	*	73680	*	*	*	*	
tueba-s91508-2	stellen	Wenn sich die Justizbehörden weiter weigern, diese Grundbedingung zu erfüllen, stellt sich als Konsequenz daraus auch für Ali die Notwendigkeit seiner Freilassung.	*	80813	*	*	*	80844	*	*	*	*	
tueba-s91842-0	brauchen	Die Verachtung jeder Arbeit, die Verherrlichung von Gewalt und Geld- mehr braucht es nicht, um aus diesen Kindern und Jugendlichen Verbrecherbanden zu machen, die für die Mafia oder die inzwischen überall agierenden Erpresserbanden arbeiten.	*	*	*	*	*	85727	*	76273	*	*	
tueba-s92263-1	kaufen	OSTLER LERNEN KAUFEN	*	*	*	*	*	74296	74296	*	*	*	
tueba-s92276-1	kaufen	Nein, hier gibt es fast alles zu kaufen, so daß man von einer Freiheit der Wahl oder gar freien Wahlen sprechen kann.	74296	74296	*	*	*	74296	74296	*	*	*	
tueba-s92504-0	entsprechen	Da aber seine Meinung zur Wurst nicht der Wahrheit entsprach, und ihm dies sehr wohl auch bekannt war, mußte sich Rudolf S. am Donnerstag vor dem Bremer Amtsgericht verantworten.	*	76442	*	*	*	76442	*	*	*	*	
tueba-s92664-3	sagen	Die Hoffnung, die ich mit meinem Buch verknüpfe, ist die, daß gerade Kritikerinnen der Reproduktionstechnologien ein bißchen mehr Verständnis dafür aufbringen und nicht einfach sagen: Die Frauen sollen doch damit aufhören.	78741	78741	*	*	*	78848	*	*	*	*	
tueba-s92833-0	geben	Ohne Selbstreflexion aber gibt es keine Öffentlichkeit, allenfalls massenhaften Voyeurismus.	*	73264	*	*	*	73264	*	*	*	*	
tueba-s93128-2	machen	Nun hat Sarney also endlich einen Kandidaten, der sich öffentlich als Freund des Präsidenten deklariert und der zudem mehr Prozente zu machen verspricht als Chavez, der für die Regierungspartei ins Rennen geht.	78519	*	*	*	*	82751	85607	*	*	*	
tueba-s93409-1	machen	Cornelius Noack, stellvertretender Vorsitzender des Energiebeirates, hielt zwar eine Festlegung des Datums 1991 nicht für notwendig, machte allerdings klar, daß, wenn überhaupt, dann 1991 gebaut werden müsse.	*	78519	*	*	*	73302	*	*	*	*	
tueba-s93639-1	machen	In seiner Aussage vor der Staatsanwaltschaft behauptet Tilgner später, während er Schmücker noch Mut gemacht habe, sei parallel bereits an den Thesen, mit denen dann Schmückers Todesurteil begründet werden sollte, gebastelt worden.	87005	*	*	*	*	85607	*	*	*	*	
tueba-s93643-0	beantworten	Auf sieben Seiten beantwortet Schmücker die insgesamt sechs Fragen, an die das' Kommando Schwarzer Juni' noch ein Resümee sowie Teile jener Aussagen anheftet, die Schmücker seinerzeit vor dem Staatsanwalt Braun gemacht hat.	*	*	*	*	*	109656	109656	*	*	*	
tueba-s93692-3	machen	Das Gründungsmitglied des' 2. Juni', Heinz Brockmann, wird im Mai 1973 in Berlin im Bett seiner Freundin verhaftet und beginnt im August, umfangreiche Aussagen zu machen.	75583	*	*	*	*	85607	*	*	*	*	
tueba-s93762-2	schützen	Jetzt sind die Peschmerga auf bestimmte Stützpunkte angewiesen, in denen sie ihre Lebensmittel lagern, wo sie sich bei Regen und Schnee schützen können.	*	76018	*	*	*	79748	*	*	*	*	
tueba-s93906-2	nutzen	Ein Vertragswerk, unterzeichnet in' der Erkenntnis, daß es im Interesse der ganzen Menschheit liegt, die Antarktis für alle Zeiten ausschließlich für friedliche Zwecke zu nutzen und nicht zum Schauplatz oder Gegenstand internationaler Zwietracht werden zu lassen'.	*	*	*	*	*	76258	76258	*	*	*	
tueba-s93993-1	kaufen	' Ich zumindest werfe jetzt erst einen Blick aufs Etikett, bevor ich Textilien kaufe', meint Faserinstitutsleiter Harig.	74296	*	*	*	*	74296	74296	74296	*	*	
tueba-s94658-0	benötigen	Zwei Eigenschaften, die man anscheinend benötigt, um ganze Generationen stör- und unfallfrei durch die Jahrhunderte französischer Geschichte zu schicken.	77379	*	*	*	*	85725	*	*	*	*	
tueba-s94729-7	machen	' Ich halt mich fest hier, bis mich kalt/ dieser verhaßte Vogel krallt/ und zerrt mich übern Rand/ dann bin ich der preußische Ikarus/ mit grauen Flügeln aus Eisenguß/ dann tun mir die Arme so weh/ dann flieg ich hoch- dann stürz ich ab/ mach bischen Wind- dann mach ich schlapp/ am Geländer über der Spree.'	*	*	*	*	*	85607	*	78519	*	*	
tueba-s94949-2	zahlen	Außerdem ist die Post weiterhin Netzmonopolist und verdient kräftig mit, weil der Konkurrent Leitungs- und Übertragungsgebühren zahlen muß.	*	73967	*	*	*	73967	74008	*	*	*	
tueba-s95232-1	sagen	Die angestammte Heimat der Walser ist, wie schon der Name sagt, das Wallis in der Schweiz.	*	78848	*	*	*	73759	*	*	*	*	
tueba-s95479-3	scheinen	In dieselbe Richtung wies der im Abschlußkonzert von Gottwald und Holliger selbst geleitete Scardanelli-Zyklus wie in Becketts imaginärem Käfig die Jahreszeiten vorbeistreichen, während nichts mehr zu gehen scheint, so auch hier in Hölderlins Turm.	*	*	*	*	*	73621	73621	*	*	*	
tueba-s95932-0	glauben	Ich glaube, Mr. Thomas Carlyle hat die löbliche Angewohnheit, Lügen manchmal als Windbeutel zu bezeichnen.	77229	*	*	*	*	77245	*	*	*	*	
tueba-s97055-2	lassen	In Ost-Berlin drängte SED-Chef Gregor Gysi den französischen Staatspräsidenten Fran?ois Mitterrand, die Feier zur Öffnung des Brandenburger Tores abblasen zu lassen: Es sei keine Art, Jubelfeste zu veranstalten, während die rumänische Staatsführung ihre eigenen Bürger umbringe.	*	*	*	*	*	109385	109385	*	*	*	
tueba-s97161-0	geben	Da gibt es auch die großen Probleme mit der ethischen Interpretation der modernen Medizin.	*	73264	*	*	*	73264	*	*	*	*	
tueba-s97370-0	scheinen	Die Erfahrungen deutscher Schriftsteller im Exil scheinen vergessen.	*	*	*	*	*	73621	73621	*	*	*	
tueba-s97546-1	ändern	Wird sich für homosexuelle Menschen in Indien die Situation ändern?	*	84160	*	*	*	84160	*	*	*	*	
tueba-s97556-1	geben	Die Parsen spielten in Bombay eine ganz wichtige Rolle, seit es diese Stadt gibt- und diese Herkunft wirkte sich in den verschiedenen Situationen meines Lebens höchst unterschiedlich aus.	*	73264	*	*	*	73264	*	*	*	*	
tueba-s97857-0	versuchen	Oder versucht es zumindest.	*	*	*	*	*	112506	112506	*	*	*	
tueba-s98149-3	lassen	' Den Angriff auf Disney, denn nichts anderes ist' Anastasia', hat sich das Hollywood-Studio' 20th Century Fox' einiges kosten lassen.	*	109387	*	*	*	109385	*	109385	*	*	
tueba-s98539-2	machen	Ich glaube, wir wollten mit Appearance And The Park eigentlich eine Pop-Platte machen.	78519	*	*	*	*	82751	*	*	*	*	
tueba-s98789-0	machen	Ich mach' mir keine Sorgen.	78519	*	*	*	*	75583	*	*	*	*	
tueba-s99021-0	geben	Einen Gegenkandidaten gab es nicht.	*	73264	*	*	*	73264	*	*	*	*	
tueba-s99384-0	steigen	Die Zahl der Todesopfer der Katastrophe stieg auf 102.	*	*	*	*	*	83950	*	83950	*	*	
tueba-s99434-2	lassen	Gefehlt, die Frage, wie sich deutsches Denken nach vollendeter Reichseinheit zwischen die Zahlen 1871 und 1914 intervallschachteln läßt, wird in Wien vorerst nicht weiter verfolgt.	*	73732	*	*	*	109388	*	*	*	*	
tueba-s99662-2	lassen	Zudem hätten Konjunkturunterschiede zwischen den USA, Japan und Deutschland sowie die beispiellos niedrigen Zinssätze lange unverhältnismäßig hohe Kapitalzuflüsse nach Asien schwappen lassen.	109385	*	*	*	*	109385	*	*	*	*	
tueba-s99683-1	sorgen	Am Ende kamen aber selbst die Berliner und sorgten mit dafür, daß bei über 53.000 Zuschauern an zwölf WM-Tagen der Etat von 3,7 Millionen Mark nach Auskunft von Geggus gedeckt werden konnte.	*	*	*	*	*	76015	76015	*	*	*	
tueba-s99709-0	lassen	Man ließ verlauten, daß es eine Schande für Israel sei, von einer Transsexuellen in Birmingham repräsentiert worden zu sein.	109386	*	*	*	*	109386	*	*	*	*	
tueba-s100288-2	beginnen	Sie soll ihren Bericht während der laufenden Sitzungsperiode des Parlaments vorlegen, die am 3. Juni begann.	145239	83526	*	*	*	83526	*	*	*	*	
tueba-s100643-1	geben	Nukem bestreitet, daß es 1987 eine Explosion gab, kann aber gemessene Strahlenwerte nicht erklären	*	73264	*	*	*	73264	*	*	*	*	
tueba-s100796-0	suchen	Leidende Künstlerseele auf der ständigen Suche nach authentischem Ausdruck sucht Hörer, Seelenverwandtschaft zwischen Sender und Empfänger wird vorausgesetzt.	*	82329	*	*	*	82329	*	*	*	*	
tueba-s101178-0	bleiben	Die Untersuchung bleibt an der Oberfläche des Geschehens, Aufschluß über die Hintergründe der Umwälzungen, die das Land momentan durchmacht, erhält der Leser nicht.	*	*	*	*	*	73646	89969	*	*	*	
tueba-s101225-2	ermöglichen	Außerdem läßt man mehrere Projekte wieder aufleben, die Erdöllieferungen über den Iran ermöglichen sollen, um auf diese Weise das Ostufer des Kaspischen Meeres einzubinden.	82764	*	*	*	*	76087	*	*	*	*	
tueba-s101783-0	lassen	Zudem läßt sich mit der diffusen Machtverteilung, wie sie derzeit existiert, besser Politik und noch besser Stimmung machen.	*	109385	*	*	*	109388	*	*	*	*	
tueba-s101920-1	kaufen	Was ist besser: Öfter billige Socken kaufen oder selten teure?	74296	*	*	*	*	74296	74296	74296	*	*	
tueba-s102154-1	bekommen	Als ich eine Woche in ihrem Labor verbrachte, bekam ich Besuch von einigen deutschen Feministinnen.	*	*	*	*	*	74202	74197	*	*	*	
tueba-s102711-2	machen	Berlin( taz)- Der britische Umweltminister Michael Meacher hat das Ziel hoch gesteckt: Die EU mache sich international zum' Gespött', wenn es ihr nicht gelänge, sich heute und morgen auf dem EU-Gipfel im englischen Badeort Cardiff über die Lastenaufteilung im Klimaschutz einig zu werden.	73302	*	*	*	*	87005	*	*	*	*	
tueba-s102885-3	sorgen	' Das ist nur eine kurze Szene, wo die Kommissarin die Fotos eines toten Kindes herumzeigt', sagt Kerstin, die dafür sorgt, daß auf der Straße niemand durch 's Bild rennt.	*	*	*	*	*	76015	76015	*	*	*	
tueba-s102954-1	scheinen	Während im Inneren der Fußballstadien bislang sämtliche Begegnungen friedlich abliefen, schien eine Fortsetzung der Gewalt auf der Straße gestern nicht ausgeschlossen.	*	*	*	*	*	73621	73621	73621	*	*	
tueba-s103238-2	bekommen	Mit einer Klage wollen die Veranstalter auch den Schaden an der Anlage von 8.000 Mark ersetzt bekommen.	*	*	*	*	*	76669	74204	*	*	*	
tueba-s103250-3	finden	Sehr schön kommt auch die Vernissage mit Bildern eines Malers, der gerade fünf Jahre im Knast verbracht hat: Das finden alle tres chic, Bussi hier und Bussi da, und:	77273	*	*	*	*	77273	*	*	*	*	
tueba-s103416-0	finden	Wir finden 25 Jahre Haft schon deswegen und bei allem Respekt für Spielberg ganz schön happig.	77273	*	*	*	*	82307	*	*	*	*	
tueba-s104761-0	erzählen	' The Wedding Singer' erzählt von eben jenem Sänger, der immer nur auf den Hochzeiten anderer Leute singt, aber doch eigentlich selbst gerne verheiratet sein möchte mit Häuschen, Kindern und Monogamie.	*	*	*	*	*	78959	78959	*	*	*	
tueba-s59843-3	lernen	Ullrich, der mit neun Jahren sein erstes Rennen bestritt, paßte sich perfekt an, tat bis zuletzt keinen Pedaltritt ohne Genehmigung seines Chefs, lernte aber gleichzeitig schnell, sein Licht nicht unter den Scheffel zu stellen.	77499	*	*	*	*	*	77499	*	*	*	
tueba-s261-2	finden	Und das ist eine einmalige Chance, mal eine andere, aufgeklärte, weltbürgerliche Variante der Türkei kennenzulernen, findet der Bürgermeister.	77273	77273	*	*	*	*	*	*	*	*	
tueba-s911-0	bleiben	Die Tür zu Großunternehmen bleibt dann meist verschlossen.	89969	73680	*	*	*	*	*	*	*	*	
tueba-s915-1	arbeiten	Bei der Unternehmensberatung Boston Consulting sollten berufserfahrene Neuzugänge nicht länger als drei bis fünf Jahre in einem anderen Unternehmen gearbeitet haben, berichtet eine Verantwortliche in der Recruiting-Abteilung.	*	75278	*	*	*	*	*	75278	*	*	
tueba-s972-0	bleiben	Karlsruhe( AP)- Das im brandenburgischen Chossewitz gelegene Gut des früheren Kammersängers Lauritz Melchior bleibt Eigentum des Bundes.	89970	89969	*	*	*	*	*	*	*	*	
tueba-s2373-0	schreiben	Über die Ankunft des Albaner-Führers Rugova in Rom schreibt' La Stampa' aus Turin: Wie auch immer Rugova und seine jüngsten Auftritte bewertet werden, zwischen dem Pritina der ethnischen Säuberung und dem Belgrad der serbischen Macht war er einer der Protagonisten der Krise und der Kosovo-Tragödie.	78962	78962	*	*	*	*	*	*	*	*	
tueba-s3170-3	lassen	Somit kann man ihnen nur schwerlich ein sozialistisch verseuchtes Nato-Feindbild vorwerfen, wie es sich derzeit jede kriegskritische Stimme aus dem Osten gefallen lassen muß.	109385	83513	*	*	*	*	*	*	*	*	
tueba-s3630-0	feiern	Oma feiert ihren 80. Geburtstag, und alle Gäste sehen aus wie die Zombies aus' Die Nacht der lebendigen Toten'.	*	75039	*	*	*	*	*	75039	*	*	
tueba-s3691-0	bleiben	als verspielte Farce jedoch bleibt er ein Glückstreffer.'	73680	89969	*	*	*	*	*	*	*	*	
tueba-s3960-0	lieben	Bremens Bürgermeister liebt Wahlplakate nicht.	*	74628	*	*	*	*	74628	*	*	*	
tueba-s4036-0	sagen	Der Sprecher des UN-Flüchtlingshilfswerks( UNHCR), Kris Janowski, sagte gestern in Genf, es gebe immer neue Berichte von Erschießungen und Mißhandlungen durch serbische Sicherheitskräfte.	*	78741	*	*	*	*	*	78848	*	*	
tueba-s4526-2	stellen	Dazu werde ein Fonds in Höhe von 300.000 Mark gebildet und der Sektion Writers in Exile des PEN-Zentrums Deutschland zur Verfügung gestellt, erklärte Kulturstaatsminister Michael Naumann( SPD) gestern in Bonn.	*	80844	*	*	*	*	*	80813	*	*	
tueba-s4975-0	zahlen	Der neue Betreiber zahlt einen' symbolischen Preis' und bekommt dafür die Immobilie plus 25 Millionen jährlich	*	73967	74008	*	*	*	*	*	*	*	
tueba-s5463-0	mögen	' Ich möchte, daß im Metropol-Theater wieder klassische und zeitgenössische Operette gespielt wird', sagte Radunski.	*	73584	*	*	*	*	*	73530	*	*	
tueba-s5887-3	stellen	Sobald Prodi seine Mannschaft zusammengestellt hat, muß sich die gesamte Kommission nochmals dem Votum des Europaparlaments stellen.	*	80844	*	*	*	*	*	77547	*	*	
tueba-s7163-2	wohnen	' Du brauchst ein Gehirn und ich brauche Beine- und der Zauberer von Oz wohnt nicht in Cincinnati!'	*	73312	*	*	*	*	*	73312	*	*	
tueba-s7166-5	ermöglichen	Die beiden Außenseiter tun sich zusammen und machen gemeinsam ihr jeweiliges Defizit wett: Kevin bringt Max mit einem Buch über die Artus-Legende das Lesen bei und stärkt das Selbstvertrauen des traurigen Riesen, und Max trägt Kevin fortan auf seinen starken Schultern herum und ermöglicht ihm auf diese Weise sogar, beim Basketball mitzumachen- aus zwei Jungen mit Handicap wird so ein neues, starkes und intelligentes Wesen, ein edler Ritter mit dem Namen' Freak, the Mighty'.	76087	76087	*	*	*	*	*	*	*	*	
tueba-s7368-0	schreiben	Mein Ex-Freund schreibt ein' Kriegstagebuch': Er hat mir per e-mail einige Einträge geschickt.	*	82842	*	*	*	*	82842	82842	*	*	
tueba-s7391-2	kaufen	Löwenzahn wächst empörenderweise im Staub vor dem Denkmal, und' den Russen' haben die Amis einfach gekauft	*	74296	*	*	*	*	74296	*	*	*	
tueba-s7579-3	erzählen	Meist erhält bei verschiedenen Fassungen nur eine einzige die Ehre, in den Werkkatalog eines Künstlers aufgenommen zu werden, erzählt Andreas Kreul, der Kurator der 'Doppelgänger'-Ausstellung in der Kunsthalle.	78959	78960	*	*	*	*	*	*	*	*	
tueba-s7925-2	vergessen	Und weil es das erste hochklassige Rennen der Saison auf deutschem Boden war, vor rund einer halben Million Zuschauern am Streckenrand, hat Zabel sogar die Tränen der Enttäuschung vergessen, die er vergossen hatte, als er im März um drei Radlängen die Jahrhundertchance verpaßt hatte: Zabel wäre der erste Rennfahrer gewesen, der den Weltcup-Auftakt Mailand - San Remo das dritte Mal in Folge gewonnen hätte.	77698	77698	*	*	*	*	*	*	*	*	
tueba-s9907-1	machen	Dies habe den jugoslawischen Präsidenten nachdenklich gemacht, berichtet ein Teilnehmer des Gesprächs.	87005	85607	*	*	*	*	*	*	*	*	
tueba-s11156-0	lernen	Was man in dieser Situation vor allem lernt, ist Neid auf die Rechten.	*	77485	*	*	*	*	77499	*	*	*	
tueba-s11178-0	lernen	Wer lernt, und zwar in jeder Situation lernt, das heißt nicht nur gelernt hat, ist kalt.	*	77485	*	*	*	*	77499	*	*	*	
tueba-s11478-3	finden	' Wir haben ja schon mit dem Finale gegen Auxerre bewiesen, daß dieser Wettbewerb attraktiv ist', findet Spies.	77273	77273	*	*	*	*	*	*	*	*	
tueba-s11934-0	ändern	' Erst ändern sich die Gesetze, dann erst die Mentalität', ärgerte sich der inline-begeisterte Rechtsanwalt und organisierte im vergangenen Sommer erstmals die' Blade Night Berlin'.	*	84160	*	*	*	*	78231	*	*	*	
tueba-s12344-3	lassen	Henkel hatte sich dafür ausgesprochen, die Ost-Förderung 2004 gänzlich auslaufen zu lassen.	*	83513	*	*	*	*	*	109385	*	*	
tueba-s12508-1	sagen	' Das ist aber auch eine Gefahr', sagt sie,' denn das macht die Leute apathisch.	*	78848	*	*	*	*	78741	*	*	*	
tueba-s12980-1	ermöglichen	Aber Tito habe auch die Bundesverfassung von 1974 ermöglicht, nach der die Republiken ein Sezessionsrecht gehabt hätten.	76087	76087	*	*	*	*	*	*	*	*	
tueba-s13854-0	geben	Einen menschenrechtlich korrekten Öko-Siegel-Krieg gebe es nun mal nicht.	*	73264	*	*	*	*	*	73801	*	*	
